                 * /home/ash98/esim-workspace/ina128/ina128.cir
                 Transient Analysis  Thu Jan  2 12:28:35  2020
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
70	6.291800e-02	-3.32547e-04	-1.43503e-02	-1.07375e-02	
71	6.391800e-02	-3.95140e-04	-1.50559e-02	-1.07629e-02	
72	6.491800e-02	-4.19048e-04	-1.53258e-02	-1.07729e-02	
73	6.591800e-02	-4.01936e-04	-1.51327e-02	-1.07657e-02	
74	6.691800e-02	-3.45474e-04	-1.44960e-02	-1.07425e-02	
75	6.791800e-02	-2.55194e-04	-1.34802e-02	-1.07077e-02	
76	6.891800e-02	-1.39929e-04	-1.21881e-02	-1.06683e-02	
77	6.991800e-02	-1.09656e-05	-1.07944e-02	-1.06760e-02	
78	7.091800e-02	1.190779e-04	-1.06056e-02	-1.19005e-02	
79	7.191800e-02	2.374655e-04	-1.05888e-02	-1.31703e-02	
80	7.291800e-02	3.326139e-04	-1.05804e-02	-1.41959e-02	
81	7.391800e-02	3.952041e-04	-1.05767e-02	-1.48725e-02	
82	7.491800e-02	4.191149e-04	-1.05756e-02	-1.51313e-02	
83	7.591800e-02	4.019999e-04	-1.05763e-02	-1.49461e-02	
84	7.691800e-02	3.455406e-04	-1.05795e-02	-1.43358e-02	
85	7.791800e-02	2.552573e-04	-1.05867e-02	-1.33619e-02	
86	7.891800e-02	1.399941e-04	-1.06018e-02	-1.21244e-02	
87	7.991800e-02	1.102741e-05	-1.06735e-02	-1.07946e-02	
88	8.091800e-02	-1.19012e-04	-1.19539e-02	-1.06618e-02	
89	8.191800e-02	-2.37403e-04	-1.32802e-02	-1.07015e-02	
90	8.291800e-02	-3.32546e-04	-1.43503e-02	-1.07375e-02	
91	8.391800e-02	-3.95141e-04	-1.50559e-02	-1.07629e-02	
92	8.491800e-02	-4.19047e-04	-1.53258e-02	-1.07729e-02	
93	8.591800e-02	-4.01937e-04	-1.51327e-02	-1.07657e-02	
94	8.691800e-02	-3.45473e-04	-1.44960e-02	-1.07425e-02	
95	8.791800e-02	-2.55195e-04	-1.34802e-02	-1.07077e-02	
96	8.891800e-02	-1.39928e-04	-1.21881e-02	-1.06683e-02	
97	8.991800e-02	-1.09668e-05	-1.07944e-02	-1.06760e-02	
98	9.091800e-02	1.190791e-04	-1.06056e-02	-1.19005e-02	
99	9.191800e-02	2.374643e-04	-1.05888e-02	-1.31702e-02	
100	9.291800e-02	3.326151e-04	-1.05804e-02	-1.41960e-02	
101	9.391800e-02	3.952030e-04	-1.05767e-02	-1.48725e-02	
102	9.491800e-02	4.191160e-04	-1.05756e-02	-1.51313e-02	
103	9.591800e-02	4.019987e-04	-1.05763e-02	-1.49461e-02	
104	9.691800e-02	3.455418e-04	-1.05795e-02	-1.43358e-02	
105	9.791800e-02	2.552561e-04	-1.05867e-02	-1.33619e-02	
106	9.891800e-02	1.399953e-04	-1.06018e-02	-1.21245e-02	
107	9.991800e-02	1.102620e-05	-1.06735e-02	-1.07946e-02	
108	1.000000e-01	2.299817e-07	-1.07169e-02	-1.07207e-02	
